track_name,track_artist,track_album_name,track_href,uri
The Gambler,Kenny Rogers,The Gambler,https://api.spotify.com/v1/tracks/5KqldkCunQ2rWxruMEtGh0,spotify:track:5KqldkCunQ2rWxruMEtGh0
Amarillo By Morning,George Strait,Strait From The Heart,https://api.spotify.com/v1/tracks/4TnUKixNWMfajncgdSwFoi,spotify:track:4TnUKixNWMfajncgdSwFoi
My Boo,"USHER, Alicia Keys",Confessions (Expanded Edition),https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,spotify:track:68vgtRHr7iZHpzGpon6Jlo
Sure Thing,Miguel,All I Want Is You,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV
With You,Chris Brown,Exclusive (Expanded Edition),https://api.spotify.com/v1/tracks/5Lgcn7u07bHuqbOtXkN62u,spotify:track:5Lgcn7u07bHuqbOtXkN62u
Best Time,Brent Faiyaz,Larger Than Life,https://api.spotify.com/v1/tracks/1zgHn1EqUyA0HqNYMdJ5ia,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia
Foolish,Ashanti,Ashanti,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN
Fallin',Alicia Keys,Songs In A Minor,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D
So Sick,Ne-Yo,In My Own Words,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT
The Boy Is Mine,"Brandy, Monica",Never Say Never,https://api.spotify.com/v1/tracks/6sHsXIJoEN5JpdkGMQDJxt,spotify:track:6sHsXIJoEN5JpdkGMQDJxt
Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,spotify:track:7DFnq8FYhHMCylykf6ZCxA
Sativa,"Jhené Aiko, Swae Lee",Trip,https://api.spotify.com/v1/tracks/2pg2TiYo9Rb8KeB5JjP7jS,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS
Heart Of A Woman,Summer Walker,Heart Of A Woman,https://api.spotify.com/v1/tracks/2oVVaVY0LkzwAYYcyzon6Z,spotify:track:2oVVaVY0LkzwAYYcyzon6Z
U Remind Me,USHER,8701,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL
Love Galore (feat. Travis Scott),"SZA, Travis Scott",Ctrl,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs
No Love (with SZA),"Summer Walker, SZA",Still Over It,https://api.spotify.com/v1/tracks/08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk
Burn,USHER,Confessions (Expanded Edition),https://api.spotify.com/v1/tracks/7z3N2W7Xz1t2G2sAO8wFVH,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH
Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
Let Me Love You,Mario,Turning Point,https://api.spotify.com/v1/tracks/7GaFYUqP2WdR4KTPk7cXoP,spotify:track:7GaFYUqP2WdR4KTPk7cXoP
Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",Larger Than Life,https://api.spotify.com/v1/tracks/5iwUwADk4uQUvgMF6PlTRl,spotify:track:5iwUwADk4uQUvgMF6PlTRl
U Got It Bad,USHER,8701,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r
Because Of You,Ne-Yo,Because Of You,https://api.spotify.com/v1/tracks/6CFPFnS9EcLs2I0nWqtWci,spotify:track:6CFPFnS9EcLs2I0nWqtWci
Trust,Brent Faiyaz,Lost,https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR,spotify:track:0oufSLnKQDoBFX5mgkDCgR
Dilemma,"Nelly, Kelly Rowland",Nellyville,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM
Confessions Part II,USHER,Confessions (Expanded Edition),https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv,spotify:track:7wBThXx7BGZHJJ3aN3OPvv
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Me 4 U,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy
Closer,"The Chainsmokers, Halsey",Closer,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
Waiting For Love,Avicii,Stories,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,spotify:track:2P4OICZRVAQcYAV2JReRfj
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",Layers,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),https://api.spotify.com/v1/tracks/1HFfMOxCAT4GAwaPfCdmUs,spotify:track:1HFfMOxCAT4GAwaPfCdmUs
Firestone,"Kygo, Conrad Sewell",Cloud Nine,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,spotify:track:1I8tHoNBFTuoJAlh4hfVVE
Perfect Strangers,"Jonas Blue, JP Cooper",Blue,https://api.spotify.com/v1/tracks/3P3pw6C19j31Rnzgo3JG7o,spotify:track:3P3pw6C19j31Rnzgo3JG7o
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,https://api.spotify.com/v1/tracks/285HeuLxsngjFn4GGegGNm,spotify:track:285HeuLxsngjFn4GGegGNm
Hear Me Now,"Alok, Zeeba, Bruno Martini",Hear Me Now (feat. Zeeba),https://api.spotify.com/v1/tracks/39cmB3ZoTOLwOTq7tMNqKa,spotify:track:39cmB3ZoTOLwOTq7tMNqKa
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,https://api.spotify.com/v1/tracks/61dCUoMCg28qEBzrW6htYM,spotify:track:61dCUoMCg28qEBzrW6htYM
Breaking Me,"Topic, A7S",Breaking Me,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po
The Business,Tiësto,The Business,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN
Stay,"Zedd, Alessia Cara",Stay,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,spotify:track:6uBhi9gBXWjanegOb2Phh0
I'm an Albatraoz,"AronChupa, Little Sis Nora",I'm an Albatraoz,https://api.spotify.com/v1/tracks/5MhsZlmKJG6X5kTHkdwC4B,spotify:track:5MhsZlmKJG6X5kTHkdwC4B
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB
Not Like Us,Kendrick Lamar,Not Like Us,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf
Please Please Please,Sabrina Carpenter,Please Please Please,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP
one of wun,Gunna,One of Wun,https://api.spotify.com/v1/tracks/4Na2HfNSr58chvfX69fy36,spotify:track:4Na2HfNSr58chvfX69fy36
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY
Belong Together,Mark Ambor,Belong Together,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu
Moonlight,XXXTENTACION,?,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL
360,Charli xcx,BRAT,https://api.spotify.com/v1/tracks/4w2GLmK2wnioVnb5CPQeex,spotify:track:4w2GLmK2wnioVnb5CPQeex
The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I
Lovin On Me,Jack Harlow,Lovin On Me,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU
Where Are You Now,"Lost Frequencies, Calum Scott",All Stand Together,https://api.spotify.com/v1/tracks/3mfER4ORePHvN35cbZ3dkV,spotify:track:3mfER4ORePHvN35cbZ3dkV
2055,Sleepy Hallow,Still Sleep?,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",HEROES & VILLAINS,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j
Sprinter,"Dave, Central Cee",Sprinter,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q,spotify:track:2FDTHlrBguDzQkp7PVj16Q
DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,https://api.spotify.com/v1/tracks/6jlG8gBPNAgBgoivw2Ig09,spotify:track:6jlG8gBPNAgBgoivw2Ig09
Whatever She Wants,Bryson Tiller,Whatever She Wants,https://api.spotify.com/v1/tracks/57wp7VFnV8X0pSVnYArGeJ,spotify:track:57wp7VFnV8X0pSVnYArGeJ
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",The Forever Story (Extended Version),https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,spotify:track:1udwFobQ1JoOdWPQrp2b6u
BACKBONE,"Chase & Status, Stormzy",BACKBONE,https://api.spotify.com/v1/tracks/3HrHhTWonBqF4mDasi8xvC,spotify:track:3HrHhTWonBqF4mDasi8xvC
Paint The Town Red,Doja Cat,Scarlet,https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK,spotify:track:56y1jOTK0XSvJzVv9vHQBK
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",MONTAGEM - PR FUNK,https://api.spotify.com/v1/tracks/6njJR3OIp3oA0Kc4aC9Tzf,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
Tailor Swif,A$AP Rocky,Tailor Swif,https://api.spotify.com/v1/tracks/5xMjhZKSo8yh5r9b5vrYRr,spotify:track:5xMjhZKSo8yh5r9b5vrYRr
Stronger,Young Jonn,Jiggy Forever,https://api.spotify.com/v1/tracks/4KZMoDuxwSYP63bhbnMqe3,spotify:track:4KZMoDuxwSYP63bhbnMqe3
Are you there?,Ayo Maff,MAFFIAN,https://api.spotify.com/v1/tracks/10y7iW3rc8bzGbhAC3mNPA,spotify:track:10y7iW3rc8bzGbhAC3mNPA
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),https://api.spotify.com/v1/tracks/2nYeyMeqYDiFSYYtl2BWD6,spotify:track:2nYeyMeqYDiFSYYtl2BWD6
JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),https://api.spotify.com/v1/tracks/6XBIOtdSL47qn201KKNCA0,spotify:track:6XBIOtdSL47qn201KKNCA0
タイムパラドックス,Vaundy,タイムパラドックス,https://api.spotify.com/v1/tracks/3jNwPOqdPvQIr5dRT0hzgY,spotify:track:3jNwPOqdPvQIr5dRT0hzgY
Could You Be Loved,Bob Marley & The Wailers,Uprising,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb
Still D.R.E.,"Dr. Dre, Snoop Dogg",2001,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j
Do For Love,2Pac,R U Still Down? [Remember Me],https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,spotify:track:4AE7Lj39VnSZNOmGH2iZaq
"Shook Ones, Pt. II",Mobb Deep,The Infamous,https://api.spotify.com/v1/tracks/33ZXjLCpiINn8eQIDYEPTD,spotify:track:33ZXjLCpiINn8eQIDYEPTD
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",Capital Punishment,https://api.spotify.com/v1/tracks/3GKL13lkM5nRc4zC1lIOrR,spotify:track:3GKL13lkM5nRc4zC1lIOrR
Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,spotify:track:5ByAIlEEnxYdvpnezg7HTX
ATLiens,Outkast,ATLiens,https://api.spotify.com/v1/tracks/2vfvGlqCB7oertO5VLE0sz,spotify:track:2vfvGlqCB7oertO5VLE0sz
Dear Mama,2Pac,Me Against The World,https://api.spotify.com/v1/tracks/6tDxrq4FxEL2q15y37tXT9,spotify:track:6tDxrq4FxEL2q15y37tXT9
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE
Africa,TOTO,Toto IV,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX
Under Pressure - Remastered 2011,"Queen, David Bowie",Hot Space (2011 Remaster),https://api.spotify.com/v1/tracks/2fuCquhmrzHpu5xcA1ci9x,spotify:track:2fuCquhmrzHpu5xcA1ci9x
Free Fallin',Tom Petty,Full Moon Fever,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv
Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J
Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna (2016 Remastered),https://api.spotify.com/v1/tracks/7L3b6iaVhDVjfo52Hbvh9Z,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z
Don't Stand So Close To Me,The Police,Zenyatta Mondatta (Remastered 2003),https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,spotify:track:5veJDT0MLsLbhYsx42GXUD
MAMI WATA,"Gazo, Tiakola",LA MELO EST GANGX,https://api.spotify.com/v1/tracks/6yqwxY8qifBBhyryjZutxk,spotify:track:6yqwxY8qifBBhyryjZutxk
LIKE THAT,BABYMONSTER,BABYMONS7ER,https://api.spotify.com/v1/tracks/7GDgpad2BQVuDUzaxHFakc,spotify:track:7GDgpad2BQVuDUzaxHFakc
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB
Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U
Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k
Please Please Please,Sabrina Carpenter,Short n' Sweet,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj
Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,https://api.spotify.com/v1/tracks/1YYfyJ2yCvGFCxwjsIqEK9,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9
I Wanna Be Yours,Arctic Monkeys,AM,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R
Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,spotify:track:2EjXfH91m7f8HiJN1yQg97
A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K
Riptide,Vance Joy,Dream Your Life Away (Deluxe Edition),https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o,spotify:track:2uXlHCUbq9OMUwx3hrk06o
DOS DÍAS,"Tito Double P, Peso Pluma",INCÓMODO,https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL,spotify:track:5lKFO0PrOC9jmOlPEdjHsL
EL LOKERON,Tito Double P,INCÓMODO,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,spotify:track:6X6m4xmdFcz31p1h7Qg68c
Jingle Bell Rock,Bobby Helms,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,spotify:track:7vQbuQcyTflfCIOu3Uzzya
LA INOCENTE,"Mora, Feid",MICRODOSIS,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,spotify:track:5jt25aFjW2kNoBqaEVaz5W
PERRO NEGRO,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,spotify:track:7iQXYTyuG13aoeHxGG28Nh
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo (Remix),https://api.spotify.com/v1/tracks/4OwhwvKESFtuu06dTgct7i,spotify:track:4OwhwvKESFtuu06dTgct7i
Otro Atardecer,"Bad Bunny, The Marías",Un Verano Sin Ti,https://api.spotify.com/v1/tracks/0E0DRHf5PfMeor0ZCwB3oT,spotify:track:0E0DRHf5PfMeor0ZCwB3oT
Neverita,Bad Bunny,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB
PROVENZA,KAROL G,PROVENZA,https://api.spotify.com/v1/tracks/7dSZ6zGTQx66c2GF91xCrb,spotify:track:7dSZ6zGTQx66c2GF91xCrb
Inolvidable,"Ovy On The Drums, Beéle",Inolvidable,https://api.spotify.com/v1/tracks/0OTtnwUO8natNWSwdZvXVF,spotify:track:0OTtnwUO8natNWSwdZvXVF
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B
Gato de Noche,"Ñengo Flow, Bad Bunny",Gato de Noche,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,spotify:track:54ELExv56KCAB4UP9cOCzC
un x100to,"Grupo Frontera, Bad Bunny",un x100to,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK
CLASSY 101,"Feid, Young Miko",FERXXOCALIPSIS,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,spotify:track:1hZsWUnLbqRw09jLAMQSsb
Martin & Gina,Polo G,THE GOAT,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",My Turn (Deluxe),https://api.spotify.com/v1/tracks/6gxKUmycQX7uyMwJcweFjp,spotify:track:6gxKUmycQX7uyMwJcweFjp
On Me,Lil Baby,On Me,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,https://api.spotify.com/v1/tracks/1p0rEzrK7YtdRZVtiyV7RN,spotify:track:1p0rEzrK7YtdRZVtiyV7RN
Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",Drip Harder,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE
Yes Indeed,"Lil Baby, Drake",Harder Than Ever,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,spotify:track:6vN77lE9LK6HP2DewaN6HZ
No Heart,"21 Savage, Metro Boomin",Savage Mode,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,spotify:track:4gmmRb6bZJffOOiww1JGTO
Bank Account,21 Savage,Issa Album,https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s,spotify:track:5eqK0tbzUPo2SoeZsov04s
Ready (feat. Gunna),"Lil Baby, Gunna",Street Gossip,https://api.spotify.com/v1/tracks/4F6yN5FsFW10Ucx7cLCzBh,spotify:track:4F6yN5FsFW10Ucx7cLCzBh
Freestyle,Lil Baby,Too Hard,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,spotify:track:5BbdKBZO0TH0GhfxUfyhL9
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",Top Shotta,https://api.spotify.com/v1/tracks/1Z0cZI0UzNbP9L8MzzGxqf,spotify:track:1Z0cZI0UzNbP9L8MzzGxqf
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",Quality Control: Control The Streets Volume 2,https://api.spotify.com/v1/tracks/5MPPttjfGap2C6j6eKcO6J,spotify:track:5MPPttjfGap2C6j6eKcO6J
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",Just Cause Y'all Waited 2,https://api.spotify.com/v1/tracks/6Tguhaf2uAe6OjRLsR2Tql,spotify:track:6Tguhaf2uAe6OjRLsR2Tql
Robbery,Juice WRLD,Death Race For Love (Bonus Track Version),https://api.spotify.com/v1/tracks/6iaSML1PIYq936g62BDtBq,spotify:track:6iaSML1PIYq936g62BDtBq
Lonely At The Top,Asake,Work Of Art,https://api.spotify.com/v1/tracks/5ZtK8XAVnoaGdBXZWCEVCY,spotify:track:5ZtK8XAVnoaGdBXZWCEVCY
Stronger,Young Jonn,Jiggy Forever,https://api.spotify.com/v1/tracks/4KZMoDuxwSYP63bhbnMqe3,spotify:track:4KZMoDuxwSYP63bhbnMqe3
Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",HEROES & VILLAINS,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J
Active,"Asake, Travis Scott",Lungu Boy,https://api.spotify.com/v1/tracks/1qxKva4IzWde7m2jLpZvDU,spotify:track:1qxKva4IzWde7m2jLpZvDU
JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),https://api.spotify.com/v1/tracks/6XBIOtdSL47qn201KKNCA0,spotify:track:6XBIOtdSL47qn201KKNCA0
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),https://api.spotify.com/v1/tracks/2nYeyMeqYDiFSYYtl2BWD6,spotify:track:2nYeyMeqYDiFSYYtl2BWD6
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",The Truth About Love,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e
Shape of You,Ed Sheeran,÷ (Deluxe),https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3
Sure Thing,Miguel,All I Want Is You,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV
Circles,Post Malone,Hollywood's Bleeding,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb
Fast Car,Luke Combs,Gettin' Old,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT
Anti-Hero,Taylor Swift,Midnights,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f
Try,P!nk,The Truth About Love,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,spotify:track:1jF7IL57ayN4Ity3jQqGu0
7 Years,Lukas Graham,Lukas Graham,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk
