track_name,track_artist,track_album_name,track_href,uri
This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Motion,https://api.spotify.com/v1/tracks/4J7CKHCF3mdL4diUsmW8lq,spotify:track:4J7CKHCF3mdL4diUsmW8lq
Glad You Came,The Wanted,Battleground (Deluxe Edition),https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission : Extended,https://api.spotify.com/v1/tracks/2YWjW3wwQIBLNhxWKBQd16,spotify:track:2YWjW3wwQIBLNhxWKBQd16
Replay,Iyaz,Replay,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,spotify:track:4E5P1XyAFtrjpiIxkydly4
Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX
One More Time,Daft Punk,Discovery,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV
The Final Countdown,Europe,The Final Countdown (Expanded Edition),https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",Destination Calabria,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h,spotify:track:5TmFTHZp7HjBXjjsFvCY6h
Like a Prayer,Madonna,Celebration (double disc version),https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",Infinity 2008,https://api.spotify.com/v1/tracks/3aQz0z86zrKjd1mcZlonxE,spotify:track:3aQz0z86zrKjd1mcZlonxE
King,Olly Alexander (Years & Years),Communion (Deluxe),https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM,spotify:track:3AeicLnm55RqcXGBKYQolM
Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB,spotify:track:6PUIzlqotEmPuBfjbwYWOB
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",Music Sounds Better With You,https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy,spotify:track:1mv4lh1rW1K6xhxhJmEezy
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,https://api.spotify.com/v1/tracks/7mitXLIMCflkhZiD34uEQI,spotify:track:7mitXLIMCflkhZiD34uEQI
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),https://api.spotify.com/v1/tracks/30XU4suKzCeoCK9YFzdufg,spotify:track:30XU4suKzCeoCK9YFzdufg
Heroes (we could be),"Alesso, Tove Lo",Forever,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,spotify:track:3zU9rdflI65tK4dkkNSp77
Never Forget You,"Zara Larsson, MNEK",So Good,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,spotify:track:6hmhG1b4LEyNuashVvuIAo
i wanna be your girlfriend,girl in red,i wanna be your girlfriend,https://api.spotify.com/v1/tracks/5PjdC2gMATetx5xdnwGUu7,spotify:track:5PjdC2gMATetx5xdnwGUu7
In the End,Linkin Park,Hybrid Theory (Bonus Edition),https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
Like a Stone,Audioslave,Audioslave,https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei,spotify:track:3YuaBvuZqcwN3CEAyyoaei
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox
Iris,The Goo Goo Dolls,Dizzy up the Girl,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,spotify:track:64BbK9SFKH2jk86U3dGj2P
What I've Done,Linkin Park,Minutes to Midnight,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,spotify:track:18lR4BzEs7e3qzc0KVkTpU
Decode,Paramore,Decode,https://api.spotify.com/v1/tracks/1ZLtE9tSJdaUiIJ9YoKHQe,spotify:track:1ZLtE9tSJdaUiIJ9YoKHQe
Maps,Yeah Yeah Yeahs,Fever To Tell (Deluxe Remastered),https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,spotify:track:0hDQV9X1Da5JrwhK8gu86p
Everlong,Foo Fighters,The Colour And The Shape,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,https://api.spotify.com/v1/tracks/6Wx88Mv6b9ofjKMKkdwOJd,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd
21 Guns,Green Day,21st Century Breakdown,https://api.spotify.com/v1/tracks/64yrDBpcdwEdNY9loyEGbX,spotify:track:64yrDBpcdwEdNY9loyEGbX
Everybody's Changing,Keane,Hopes And Fears,https://api.spotify.com/v1/tracks/0yac0FPhLRH9i9lOng3f81,spotify:track:0yac0FPhLRH9i9lOng3f81
Leave Out All The Rest,Linkin Park,Minutes to Midnight,https://api.spotify.com/v1/tracks/0sp00HSXkQyqTa6QqM0O8V,spotify:track:0sp00HSXkQyqTa6QqM0O8V
I Don't Love You,My Chemical Romance,The Black Parade,https://api.spotify.com/v1/tracks/4RAOI1etsgbh5NP3T5R8rN,spotify:track:4RAOI1etsgbh5NP3T5R8rN
Where Is My Mind?,Pixies,Death to the Pixies,https://api.spotify.com/v1/tracks/0KzAbK6nItSqNh8q70tb0K,spotify:track:0KzAbK6nItSqNh8q70tb0K
Black,Pearl Jam,Ten,https://api.spotify.com/v1/tracks/5Xak5fmy089t0FYmh3VJiY,spotify:track:5Xak5fmy089t0FYmh3VJiY
THE LONELIEST,Måneskin,THE LONELIEST,https://api.spotify.com/v1/tracks/1Ame8XTX6QHY0l0ahqUhgv,spotify:track:1Ame8XTX6QHY0l0ahqUhgv
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,https://api.spotify.com/v1/tracks/2aibwv5hGXSgw7Yru8IYTO,spotify:track:2aibwv5hGXSgw7Yru8IYTO
Even Flow,Pearl Jam,Ten,https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei
My Demons,STARSET,Transmissions (Deluxe Version),https://api.spotify.com/v1/tracks/3Xfg7AegXaDLoD5GOUMf2e,spotify:track:3Xfg7AegXaDLoD5GOUMf2e
Uprising,Muse,The Resistance,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,spotify:track:4VqPOruhp5EdPBeR92t6lQ
Use Somebody,Kings of Leon,Only By The Night,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2
"Sex, Drugs, Etc.",Beach Weather,Chit Chat,https://api.spotify.com/v1/tracks/7DbdUf8aHSYoliSjO6LZv6,spotify:track:7DbdUf8aHSYoliSjO6LZv6
In My Place,Coldplay,A Rush of Blood to the Head,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,spotify:track:2nvC4i2aMo4CzRjRflysah
Last Night on Earth,Green Day,21st Century Breakdown,https://api.spotify.com/v1/tracks/5TpPSTItCwtZ8Sltr3vdzm,spotify:track:5TpPSTItCwtZ8Sltr3vdzm
Would? (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),https://api.spotify.com/v1/tracks/5sFDReWLrZHLFZFjHsjUTS,spotify:track:5sFDReWLrZHLFZFjHsjUTS
Take Me Out,Franz Ferdinand,Franz Ferdinand,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN
Just Like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",https://api.spotify.com/v1/tracks/4NnWuGQujzWUEg0uZokO5M,spotify:track:4NnWuGQujzWUEg0uZokO5M
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe
Two Faced,Linkin Park,From Zero,https://api.spotify.com/v1/tracks/6i5qhmmF9UNUBRyrPSGn4m,spotify:track:6i5qhmmF9UNUBRyrPSGn4m
Starburster,Fontaines D.C.,Romance,https://api.spotify.com/v1/tracks/09ttHg3ZNVgDlYBZa1ZBw0,spotify:track:09ttHg3ZNVgDlYBZa1ZBw0
Beaches,beabadoobee,This Is How Tomorrow Moves,https://api.spotify.com/v1/tracks/1a19jsjG2DvbN1fVJonKUU,spotify:track:1a19jsjG2DvbN1fVJonKUU
Fear of the Dark - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,spotify:track:6p8eFfPw3nQkf37aT3AkmK
Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),https://api.spotify.com/v1/tracks/28WmNsclKsrVmdv3tDmoYU,spotify:track:28WmNsclKsrVmdv3tDmoYU
Cowboys from Hell,Pantera,Cowboys from Hell,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop
Master Of Puppets,Metallica,Master Of Puppets (Remastered),https://api.spotify.com/v1/tracks/2MuWTIM3b0YEAskbeeFE1i,spotify:track:2MuWTIM3b0YEAskbeeFE1i
The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,spotify:track:4OROzZUy6gOWN4UGQVaZMF
Chop Suey!,System Of A Down,Toxicity,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,spotify:track:2DlHlPMa4M17kufBvI2lEN
Blind,Korn,Korn,https://api.spotify.com/v1/tracks/1pr9TZGOXeJUggIal1Wq3R,spotify:track:1pr9TZGOXeJUggIal1Wq3R
One,Metallica,...And Justice For All,https://api.spotify.com/v1/tracks/5IX4TbIR5mMHGE4wiWwKW0,spotify:track:5IX4TbIR5mMHGE4wiWwKW0
Mother,Danzig,Danzig,https://api.spotify.com/v1/tracks/7txxAtOMwLLnQTpKeBL6bp,spotify:track:7txxAtOMwLLnQTpKeBL6bp
Cowboys from Hell,Pantera,Cowboys from Hell,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop
Duality,Slipknot,Vol. 3: The Subliminal Verses,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,spotify:track:61mWefnWQOLf90gepjOCb3
Freak On a Leash,Korn,Follow The Leader,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu
Nightmare,Avenged Sevenfold,Nightmare,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8
My Own Summer (Shove It),Deftones,Around the Fur,https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF,spotify:track:1158ckiB5S4cpsdYHDB9IF
Schism,TOOL,Lateralus,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,spotify:track:55mJleti2WfWEFNFcBduhc
Complicated,Avril Lavigne,Let Go,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F
Dirty Little Secret,The All-American Rejects,Move Along,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,spotify:track:5lDriBxJd22IhOH9zTcFrV
Call Me When You're Sober,Evanescence,The Open Door,https://api.spotify.com/v1/tracks/663Karu2rvKLdnY0eo1n3M,spotify:track:663Karu2rvKLdnY0eo1n3M
Sk8er Boi,Avril Lavigne,Let Go,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU
I'm with You,Avril Lavigne,Let Go,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,spotify:track:1jlG3KJ3gdYmhfuySFfpO1
Wake Me up When September Ends,Green Day,American Idiot,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm
Bring Me To Life,Evanescence,Fallen,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,spotify:track:5GorCbAP4aL0EJ16frG2hd
The Only Exception,Paramore,Brand New Eyes,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,spotify:track:7JIuqL4ZqkpfGKQhYlrirs
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",Hotel Diablo,https://api.spotify.com/v1/tracks/2gTdDMpNxIRFSiu7HutMCg,spotify:track:2gTdDMpNxIRFSiu7HutMCg
Face Down,The Red Jumpsuit Apparatus,Don't You Fake It,https://api.spotify.com/v1/tracks/4wzjNqjKAKDU82e8uMhzmr,spotify:track:4wzjNqjKAKDU82e8uMhzmr
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,spotify:track:3Zwu2K0Qa5sT6teCCHPShP
Fat Lip,Sum 41,"All Killer, No Filler",https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,spotify:track:4KacUpvbA3Mfo05gttTjhN
What's My Age Again?,blink-182,Enema Of The State,https://api.spotify.com/v1/tracks/4LJhJ6DQS7NwE7UKtvcM52,spotify:track:4LJhJ6DQS7NwE7UKtvcM52
I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,spotify:track:7lRlq939cDG4SzWOF4VAnd
Decode,Paramore,Decode,https://api.spotify.com/v1/tracks/1ZLtE9tSJdaUiIJ9YoKHQe,spotify:track:1ZLtE9tSJdaUiIJ9YoKHQe
Helena,My Chemical Romance,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9,spotify:track:5dTHtzHFPyi8TlTtzoz1J9
Famous Last Words,My Chemical Romance,The Black Parade,https://api.spotify.com/v1/tracks/2d6m2F4I7wCuAKtSsdhh83,spotify:track:2d6m2F4I7wCuAKtSsdhh83
I Don't Love You,My Chemical Romance,The Black Parade,https://api.spotify.com/v1/tracks/4RAOI1etsgbh5NP3T5R8rN,spotify:track:4RAOI1etsgbh5NP3T5R8rN
The Ghost of You,My Chemical Romance,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/1yKAqZoi8xWGLCf5vajroL,spotify:track:1yKAqZoi8xWGLCf5vajroL
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE
"Dance, Dance",Fall Out Boy,From Under The Cork Tree,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,spotify:track:0a7BloCiNzLDD9qSQHh5m7
Holiday / Boulevard of Broken Dreams,Green Day,American Idiot,https://api.spotify.com/v1/tracks/0MsrWnxQZxPAcov7c74sSo,spotify:track:0MsrWnxQZxPAcov7c74sSo
Adam's Song,blink-182,Enema Of The State,https://api.spotify.com/v1/tracks/6xpDh0dXrkVp0Po1qrHUd8,spotify:track:6xpDh0dXrkVp0Po1qrHUd8
King For A Day,"Pierce The Veil, Kellin Quinn",Collide With The Sky,https://api.spotify.com/v1/tracks/1IT0WQk5J8NsaeII8ktdlZ,spotify:track:1IT0WQk5J8NsaeII8ktdlZ
Bulls In The Bronx,Pierce The Veil,Collide With The Sky,https://api.spotify.com/v1/tracks/23UoI3jlFiWdo5jadUYo69,spotify:track:23UoI3jlFiWdo5jadUYo69
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,The Singles (Expanded),https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz
End Of The Road,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),https://api.spotify.com/v1/tracks/3l3xTXsUXeWlkPqzMs7mPD,spotify:track:3l3xTXsUXeWlkPqzMs7mPD
The Power of Love,Céline Dion,The Colour Of My Love,https://api.spotify.com/v1/tracks/5kK1Iru9ogP3Iy1zsANU1n,spotify:track:5kK1Iru9ogP3Iy1zsANU1n
I'm Alive,Céline Dion,A New Day Has Come,https://api.spotify.com/v1/tracks/2FTZeRHQ4gRPViPMpWL9uX,spotify:track:2FTZeRHQ4gRPViPMpWL9uX
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,Falling into You,https://api.spotify.com/v1/tracks/28UMiBhn383n9S7GL4tsxD,spotify:track:28UMiBhn383n9S7GL4tsxD
A Thousand Miles,Vanessa Carlton,Be Not Nobody,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP
All My Life,K-Ci & JoJo,Love Always,https://api.spotify.com/v1/tracks/5GorFaKkP2mLREQvhSblIg,spotify:track:5GorFaKkP2mLREQvhSblIg
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",BEYONCÉ [Platinum Edition],https://api.spotify.com/v1/tracks/6jG2YzhxptolDzLHTGLt7S,spotify:track:6jG2YzhxptolDzLHTGLt7S
No Love,"Eminem, Lil Wayne",Recovery,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi
No One,Alicia Keys,As I Am (Expanded Edition),https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
Bleeding Love,Leona Lewis,Spirit,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE
Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI
Simple Man,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,https://api.spotify.com/v1/tracks/1ju7EsSGvRybSNEsRvc7qY,spotify:track:1ju7EsSGvRybSNEsRvc7qY
Silver Lining,Mt. Joy,Mt. Joy,https://api.spotify.com/v1/tracks/13xVnZKZDEGbmXkzBFpJDD,spotify:track:13xVnZKZDEGbmXkzBFpJDD
